PF10417.8 C-terminal_domain_of_1-Cys_peroxiredoxin
PF15098.5 TMEM89_protein_family
PF15203.5 TMEM95_family
PF03647.12 Transmembrane_proteins_14C
PF10268.8 Predicted_transmembrane_protein_161AB
PF10190.8 Putative_transmembrane_protein_170
PF10269.8 Transmembrane_Fragile-X-F_protein
PF09771.8 Transmembrane_protein_188
PF10160.8 Predicted_membrane_protein
PF09788.8 Transmembrane_protein_55A
PF05434.10 TMEM9
PF10267.8 Predicted_transmembrane_and_coiled-coil_2_protein
PF11044.7 Plectrovirus_spv1-c74_ORF_12_transmembrane_protein
PF12329.7 TATA_element_modulatory_factor_1_DNA_binding
PF12325.7 TATA_element_modulatory_factor_1_TATA_binding
PF16038.4 TMIE_protein
PF06234.11 Toluene-4-monooxygenase_system_protein_B_(TmoB)
PF05017.13 TMP_repeat
PF02581.16 Thiamine_monophosphate_synthase
PF10271.8 Putative_transmembrane_protein
PF07851.12 TMPIT-like_protein
PF10272.8 Putative_transmembrane_protein_precursor
PF06791.12 Prophage_tail_length_tape_measure_protein
PF00721.20 Virus_coat_protein_(TMV_like)
PF05552.11 Conserved_TM_helix
PF16296.4 N-terminal_of_TM_subunit_in_PBP-dependent_ABC_transporters
PF08721.10 TnsA_endonuclease_C_terminal
PF08722.10 TnsA_endonuclease_N_terminal
PF11426.7 Tn7_transposition_regulator_TnsC
PF09035.9 Excisionase_from_transposon_Tn916
PF08053.10 Tryptophanase_operon_leader_peptide
PF00229.17 TNF(Tumour_Necrosis_Factor)_family
PF00020.17 TNFR/NGFR_cysteine-rich_region
PF05621.10 Bacterial_TniB_protein
PF06527.10 TniQ
PF05717.12 IS66_Orf2_like_protein
PF14198.5 Transposon-encoded_protein_TnpV
PF14202.5 Transposon-encoded_protein_TnpW
PF17490.1 L1_transposable_element_dsRBD-like_domain
PF17489.1 L1_transposable_element_trimerization_domain
PF14706.5 Transposase_DNA-binding
PF12017.7 Transposase_protein
PF12596.7 87kDa_Transposase
PF13842.5 DDE_Tnp_1-like_zinc-ribbon
PF16608.4 TNRC6-PABC_binding_domain
PF15978.4 Tn7-like_transposition_protein_D
PF14021.5 Tuberculosis_necrotizing_toxin
PF03898.12 Satellite_tobacco_necrosis_virus_coat_protein
PF17115.4 N-terminal_domain_of_toast_rack,DUF2154
PF03459.16 TOBE_domain
PF08402.9 TOBE_domain
PF12857.6 TOBE-like_domain
PF05271.10 Tobravirus_2B_protein
PF11886.7 Translocase_of_chloroplast_159/132,membrane_anchor_domain
PF14249.5 Tocopherol_cyclase
PF12549.7 Tyrosine_hydroxylase_N_terminal
PF06519.10 TolA_C-terminal
PF16331.4 TolA_binding_protein_trimerisation
PF15869.4 TolB-like_6-blade_propeller-like
PF04052.12 TolB_amino-terminal_domain
PF03349.15 Outer_membrane_protein_transport_protein_(OMPP1/FadL/TodX)
PF08219.10 Outer_membrane_protein_TOM13
PF06552.11 Plant_specific_mitochondrial_import_receptor_subunit_TOM20
PF04281.12 Mitochondrial_import_receptor_subunit_Tom22
PF10568.8 Outer_mitochondrial_membrane_transport_complex_protein
PF11801.7 Tom37_C-terminal_domain
PF10642.8 Mitochondrial_import_receptor_subunit_or_translocase
PF17112.4 Mitochondrial_import_receptor_subunit_Tom6,fungal
PF15184.5 Mitochondrial_import_receptor_subunit_TOM6_homolog
PF08038.11 TOM7_family
PF05318.11 Tombusvirus_movement_protein
PF03220.12 Tombusvirus_P19_core_protein
PF08500.9 Tombusvirus_p33
PF15178.5 Mitochondrial_import_receptor_subunit_TOM5_homolog
PF13103.5 TonB_C_terminal
PF03544.13 Gram-negative_bacterial_TonB_protein_C-terminal
PF00593.23 TonB_dependent_receptor
PF16031.4 TonB_N-terminal_region
PF09239.10 Topoisomerase_VI_B_subunit,transducer
PF01131.19 DNA_topoisomerase
PF01028.19 Eukaryotic_DNA_topoisomerase_I,catalytic_core
PF02919.14 Eukaryotic_DNA_topoisomerase_I,DNA_binding_fragment
PF14370.5 C-terminal_topoisomerase_domain
PF08272.10 Topoisomerase_I_zinc-ribbon-like
PF01751.21 Toprim_domain
PF13155.5 Toprim-like
PF13362.5 Toprim_domain
PF13662.5 Toprim_domain
PF16898.4 C-terminal_associated_domain_of_TOPRIM
PF13342.5 C-terminal_repeat_of_topoisomerase
PF13368.5 Topoisomerase_C-terminal_repeat
PF08275.10 DNA_primase_catalytic_core,N-terminal_domain
PF12886.6 Transducer_of_regulated_CREB_activity,C_terminus
PF12885.6 Transducer_of_regulated_CREB_activity_middle_domain
PF12884.6 Transducer_of_regulated_CREB_activity,N_terminus
PF06309.10 Torsin
PF16131.4 Torus_domain
PF01533.15 Tospovirus_nucleocapsid_protein
PF05518.10 Totivirus_coat_protein
PF09121.9 Tower
PF15633.5 HYD1_signature_containing_ADP-ribosyltransferase
PF15634.5 HYE1_signature_containing_ADP-ribosyltransferase
PF15636.5 GHH_signature_containing_HNH/Endo_VII_superfamily_nuclease_toxin
PF15635.5 GHH_signature_containing_HNH/Endo_VII_superfamily_nuclease_toxin_2
PF15656.5 Toxin_with_a_H,D/N_and_C_signature
PF15657.5 HNH/Endo_VII_superfamily_nuclease_toxins
PF15637.5 HNH/Endo_VII_superfamily_nuclease_toxin_with_a_HHH_motif
PF15638.5 Metallopeptidase_toxin_2
PF15639.5 Metallopeptidase_toxin_3
PF15640.5 Metallopeptidase_toxin_4
PF15641.5 Metallopeptidase_toxin_5
PF15642.5 Toxin_in_Odyssella_and_Amoebophilus
PF15643.5 Papain_fold_toxin_2
PF15645.5 Dermonecrotoxin_of_the_Papain-like_fold
PF15646.5 Restriction_endonuclease_fold_toxin_2
PF15647.5 Restriction_endonuclease_fold_toxin_3
PF15648.5 Restriction_endonuclease_fold_toxin_5
PF15649.5 Restriction_endonuclease_fold_toxin_7
PF15650.5 Restriction_endonuclease_fold_toxin_9
PF15651.5 Salivary_glad_secreted_protein_domain_toxin
PF15652.5 HNH/Endo_VII_superfamily_toxin_with_a_SHH_signature
PF15653.5 URI_fold_toxin_2
PF15654.5 Toxin_with_a_conserved_tryptophan_and_TIP_tripeptide_motif
PF14424.5 BURPS668_1122_family_of_deaminases
PF15659.5 JAB-like_toxin_1
PF05431.10 Insecticidal_Crystal_Toxin,P42
PF07473.10 Spasmodic_peptide_gm9a;_conotoxin_from_Conus_species
PF07740.11 Ion_channel_inhibitory_toxin
PF07822.10 Neurotoxin_B-IV-like_protein
PF07829.10 Alpha-A_conotoxin_PIVA-like_protein
PF07906.12 ShET2_enterotoxin,N-terminal_region
PF07945.10 Janus-atracotoxin
PF08086.10 Ergtoxin_family
PF08087.10 Conotoxin_O-superfamily
PF08088.11 Conotoxin_I-superfamily
PF00451.18 Scorpion_short_toxin,BmKK2
PF08089.10 Huwentoxin-II_family
PF08091.10 Spider_insecticidal_peptide
PF08092.10 Magi_peptide_toxin_family
PF08093.10 Magi_5_toxic_peptide_family
PF08094.10 Conotoxin_TVIIA/GS_family
PF08095.10 Hefutoxin_family
PF08097.10 Conotoxin_T-superfamily
PF08099.10 Scorpion_calcine_family
PF08115.10 SFI_toxin_family
PF08116.10 PhTx_neurotoxin_family
PF00537.17 Scorpion_toxin-like_domain
PF08117.10 Ptu_family
PF08119.10 Scorpion_acidic_alpha-KTx_toxin_family
PF08120.10 Tamulustoxin_family
PF08121.10 Waglerin_family
PF08396.9 Spider_toxin_omega_agatoxin/Tx1_family
PF10530.8 Toxin_with_inhibitor_cystine_knot_ICK_or_Knottin_scaffold
PF10550.8 Conantokin-G_mollusc-toxin
PF11415.7 Antifungal_peptide_termicin
PF14866.5 Potassium_channel_toxin
PF00706.16 Anenome_neurotoxin
PF05294.12 Scorpion_short_toxin
PF05453.11 BmTXKS1/BmP02_toxin_family
PF05980.11 Toxin_7
PF07365.11 Alpha_conotoxin_precursor
PF02819.14 Spider_toxin
PF10753.8 Toxin_GhoT_OrtT
PF07951.11 Clostridium_neurotoxin,C-terminal_receptor_binding
PF07953.11 Clostridium_neurotoxin,N-terminal_receptor_binding
PF00087.20 Snake_toxin_and_toxin-like_protein
PF11584.7 Proteinaceous_host-selective_toxin_ToxA
PF07952.11 Clostridium_neurotoxin,Translocation_domain
PF11663.7 Toxin_with_endonuclease_activity,of_toxin-antitoxin_system
PF13958.5 Toxin_ToxN,type_III_toxin-antitoxin_system
PF17323.1 Trans-membrane_regulatory_protein_ToxS
PF02079.15 Nuclear_transition_protein_1
PF01254.17 Nuclear_transition_protein_2
PF15331.5 Cellular_tumour_antigen_p53-inducible_5
PF04406.13 Type_IIB_DNA_topoisomerase
PF12642.6 Conjugative_transposon_protein_TcpC
PF14811.5 Protein_of_unknown_function_TPD_sequence-motif
PF04201.14 Tumour_protein_D52_family
PF13868.5 Trichohyalin-plectin-homology_domain
PF15338.5 p53-regulated_apoptosis-inducing_protein_1
PF16920.4 Tyrosine-protein_kinase_receptor_C2_Ig-like_domain
PF04265.13 Thiamin_pyrophosphokinase,vitamin_B1_binding_domain
PF04263.15 Thiamin_pyrophosphokinase,catalytic_domain
PF05724.10 Thiopurine_S-methyltransferase_(TPMT)
PF04536.13 TPM_domain
PF10341.8 Shelterin_complex_subunit,TPP1/ACD
PF12580.7 Tripeptidyl_peptidase_II
PF12583.7 Tripeptidyl_peptidase_II_N_terminal
PF12555.7 Thiamine_pyrophosphokinase_C_terminal
PF02775.20 Thiamine_pyrophosphate_enzyme,C-terminal_TPP_binding_domain
PF00205.21 Thiamine_pyrophosphate_enzyme,central_domain
PF16582.4 Middle_domain_of_thiamine_pyrophosphate
PF02776.17 Thiamine_pyrophosphate_enzyme,N-terminal_TPP_binding_domain
PF00515.27 Tetratricopeptide_repeat
PF13374.5 Tetratricopeptide_repeat
PF13414.5 TPR_repeat
PF13424.5 Tetratricopeptide_repeat
PF13428.5 Tetratricopeptide_repeat
PF13429.5 Tetratricopeptide_repeat
PF13432.5 Tetratricopeptide_repeat
PF13431.5 Tetratricopeptide_repeat
PF13512.5 Tetratricopeptide_repeat
PF14559.5 Tetratricopeptide_repeat
PF07719.16 Tetratricopeptide_repeat
PF14561.5 Tetratricopeptide_repeat
PF09976.8 Tetratricopeptide_repeat-like_domain
PF07720.11 Tetratricopeptide_repeat
PF07721.13 Tetratricopeptide_repeat
PF12688.6 Tetratrico_peptide_repeat
PF13174.5 Tetratricopeptide_repeat
PF13176.5 Tetratricopeptide_repeat
PF13181.5 Tetratricopeptide_repeat
PF13371.5 Tetratricopeptide_repeat
PF07926.11 TPR/MLP1/MLP2-like_protein
PF03151.15 Triose-phosphate_Transporter_family
PF06886.10 Targeting_protein_for_Xklp2_(TPX2)
PF12214.7 Cell_cycle_regulated_microtubule_associated_protein
PF00590.19 Tetrapyrrole_(Corrin/Porphyrin)_Methylases
PF11052.7 Trans-sialidase_of_Trypanosoma_hydrophobic_C-terminal
PF02343.15 TRA-1_regulated_protein_R03H10.4
PF05513.10 TraA
PF01963.16 TraB_family
PF07820.11 TraC-like_protein
PF11130.7 F_pilus_assembly_Type-IV_secretion_system_for_plasmid_transfer
PF06412.10 Conjugal_transfer_protein_TraD
PF09034.9 TRADD,N-terminal_domain
PF12615.7 F_sex_factor_protein_N_terminal
PF05309.10 TraE_protein
PF13728.5 F_plasmid_transfer_operon_protein
PF13729.5 F_plasmid_transfer_operon,TraF,protein
PF16673.4 TNF_receptor-associated_factor_BIRC3_binding_domain
PF12696.6 TraM_recognition_site_of_TraD_and_TraG
PF07916.10 TraG-like_protein,N-terminal_region
PF06122.10 Conjugative_relaxosome_accessory_transposon_protein
PF06871.10 TraH_2
PF07057.10 DNA_helicase_TraI
PF07514.10 Putative_helicase
PF07515.10 Putative_conjugal_transfer_nickase/helicase_TraI_C-term
PF06586.10 TraK_protein
PF07178.10 TraL_protein
PF01938.19 TRAM_domain
PF08390.10 TRAM1-like_protein
PF03798.15 TLC_domain
PF06986.10 Type-1V_conjugative_transfer_system_mating_pair_stabilisation
PF11507.7 Ebola_virus-specific_transcription_factor_VP30
PF04949.12 Transcriptional_activator
PF01709.19 Transcriptional_regulator
PF02458.14 Transferase_family
PF00405.16 Transferrin
PF06495.10 Fruit_fly_transformer_protein
PF00927.21 Transglutaminase_family,C-terminal_ig_like_domain
PF01841.18 Transglutaminase-like_superfamily
PF13369.5 Transglutaminase-like_superfamily
PF13471.5 Transglutaminase-like_superfamily
PF14400.5 Inactive_transglutaminase_fused_to_7_transmembrane_helices
PF00868.19 Transglutaminase_family
PF09017.9 Microbial_transglutaminase
PF00912.21 Transglycosylase
PF06737.13 Transglycosylase-like_domain
PF04226.12 Transglycosylase_associated_protein
PF02780.19 Transketolase,C-terminal_domain
PF00456.20 Transketolase,thiamine_diphosphate_binding_domain
PF02779.23 Transketolase,pyrimidine_binding_domain
PF01818.16 Bacteriophage_translational_regulator
PF01997.15 Translin_family
PF09799.8 Predicted_membrane_protein
PF00905.21 Penicillin_binding_protein_transpeptidase_domain
PF11431.7 Membrane_transport_protein_MerF
PF01359.17 Transposase_(partial_DDE_domain)
PF02371.15 Transposase_IS116/IS110/IS902_family
PF02992.13 Transposase_family_tnp2
PF02994.13 L1_transposable_element_RBD-like_domain
PF03017.13 TNP1/EN/SPM_transposase
PF03004.13 Plant_transposase_(Ptta/En/Spm_family)
PF04195.11 Putative_gypsy_type_transposon
PF04754.11 Putative_transposase,YhgA-like
PF00872.17 Transposase,Mutator_family
PF12508.7 Conjugative_transposon,TraM
PF13963.5 Transposase-associated_domain
PF02133.14 Permease_for_cytosine/purines,uracil,thiamine,allantoin
PF04236.14 Tc5_transposase_C-terminal_domain
PF00576.20 HIUase/Transthyretin_family
PF16805.4 Phage_late-transcription_coactivator
PF00486.27 Transcriptional_regulatory_protein,C_terminal
PF10626.8 Conjugative_transposon_protein_TraO
PF07296.10 TraP_protein
PF05404.11 Translocon-associated_protein,delta_subunit_precursor_(TRAP-delta)
PF07074.11 Translocon-associated_protein,gamma_subunit_(TRAP-gamma)
PF04051.15 Transport_protein_particle_(TRAPP)_component
PF12739.6 ER-Golgi_trafficking_TRAPP_I_complex_85_kDa_subunit
PF12584.7 Trafficking_protein_particle_complex_subunit_10,TRAPPC10
PF08626.10 Transport_protein_Trs120_or_TRAPPC9,TRAPP_II_complex_subunit
PF03896.15 Translocon-associated_protein_(TRAP),alpha_subunit
PF05753.13 Translocon-associated_protein_beta_(TRAPB)
PF09679.9 Type-F_conjugative_transfer_system_pilin_chaperone_(TraQ)
PF10624.8 Plasmid_conjugative_transfer_entry_exclusion_protein_TraS
PF05818.11 Enterobacterial_TraT_complement_resistance_protein
PF06834.10 TraU_protein
PF08164.11 Apoptosis-antagonizing_transcription_factor,C-terminal
PF09676.9 Type_IV_conjugative_transfer_system_lipoprotein_(TraV)
PF12477.7 Sex_factor_F_TraW_protein_N_terminal
PF05857.10 TraX_protein
PF05509.10 TraY_domain
PF05261.10 TraM_protein,DNA-binding
PF04956.12 TrbC/VIRB2_family
PF09673.9 Type-F_conjugative_transfer_system_pilin_assembly_protein
PF11100.7 Conjugal_transfer_protein_TrbE
PF07283.10 Conjugal_transfer_protein_TrbH
PF03743.13 Bacterial_conjugation_TrbI-like_protein
PF09677.9 Type-F_conjugative_transfer_system_protein_(TrbI_Ftype)
PF04610.13 TrbL/VirB6_plasmid_conjugal_transfer_protein
PF07424.10 TrbM
PF13705.5 TRC8_N-terminal_domain
PF03461.14 TRCF_domain
PF03546.13 Treacher_Collins_syndrome_protein_Treacle
PF00088.17 Trefoil_(P-type)_domain
PF01204.17 Trehalase
PF07492.10 Neutral_trehalase_Ca2+_binding_domain
PF02358.15 Trehalose-phosphatase
PF06151.12 Trehalose_receptor
PF09710.9 Treponema_clustered_lipoprotein_(Trep_dent_lipo)
PF09605.9 Hypothetical_bacterial_integral_membrane_protein_(Trep_Strep)
PF15292.5 Treslin_N-terminus
PF08558.9 Telomere_repeat_binding_factor_(TRF)
PF07042.10 TrfA_protein
PF05438.11 Thyrotropin-releasing_hormone_(TRH)
PF06609.12 Fungal_trichothecene_efflux_pump_(TRI12)
PF07428.10 15-O-acetyltransferase_Tri3
PF06330.10 Trichodiene_synthase_(TRI5)
PF08195.10 TRI9_protein
PF03973.12 Triabin
PF05197.12 TRIC_channel
PF05892.10 Trichovirus_coat_protein
PF14684.5 Tricorn_protease_C1_domain
PF14685.5 Tricorn_protease_PDZ_domain
PF05698.13 Bacterial_trigger_factor_protein_(TF)_C-terminus
PF05697.12 Bacterial_trigger_factor_protein_(TF)
PF08954.10 Trimerisation_motif
PF15168.5 Triple_QxxK/R_motif-containing_protein_family
PF16638.4 Unstructured_region_on_methyltransferase_between_zinc-fingers
PF02080.20 TrkA-C_domain
PF02254.17 TrkA-N_domain
PF02386.15 Cation_transport_protein
PF13146.5 TRL-like_protein_family
PF02005.15 N2,N2-dimethylguanosine_tRNA_methyltransferase
PF03966.15 Trm112p-like_protein
PF05206.13 Methyltransferase_TRM13
PF01994.15 tRNA_ribose_2'-O-methyltransferase,aTrm56
PF01978.18 Sugar-specific_transcriptional_regulator_TrmB
PF10396.8 GTP-binding_protein_TrmE_N-terminus
PF04816.11 tRNA_(adenine(22)-N(1))-methyltransferase
PF00133.21 tRNA_synthetases_class_I_(I,L,M_and_V)
PF00579.24 tRNA_synthetases_class_I_(W_and_Y)
PF00749.20 tRNA_synthetases_class_I_(E_and_Q),catalytic_domain
PF03950.17 tRNA_synthetases_class_I_(E_and_Q),anti-codon_binding_domain
PF00750.18 tRNA_synthetases_class_I_(R)
PF01406.18 tRNA_synthetases_class_I_(C)_catalytic_domain
PF01921.17 tRNA_synthetases_class_I_(K)
PF09334.10 tRNA_synthetases_class_I_(M)
PF13603.5 Leucyl-tRNA_synthetase,Domain_2
PF00152.19 tRNA_synthetases_class_II_(D,K_and_N)
PF00587.24 tRNA_synthetase_class_II_core_domain_(G,H,P,S_and_T)
PF01411.18 tRNA_synthetases_class_II_(A)
PF01409.19 tRNA_synthetases_class_II_core_domain_(F)
PF02091.14 Glycyl-tRNA_synthetase_alpha_subunit
PF16995.4 Transmembrane_region_of_lysyl-tRNA_synthetase
PF13393.5 Histidyl-tRNA_synthetase
PF08915.10 Archaea-specific_editing_domain_of_threonyl-tRNA_synthetase
PF01336.24 OB-fold_nucleic_acid_binding_domain
PF12869.6 tRNA_anti-like
PF13742.5 OB-fold_nucleic_acid_binding_domain
PF01588.19 Putative_tRNA_binding_domain
PF13725.5 Possible_tRNA_binding_domain
PF17176.3 tRNA-binding_domain
PF04414.11 D-aminoacyl-tRNA_deacylase
PF04073.14 Aminoacyl-tRNA_editing_domain
PF01974.16 tRNA_intron_endonuclease,catalytic_C-terminal_domain
PF02778.13 tRNA_intron_endonuclease,N-terminal_domain
PF12928.6 tRNA-splicing_endonuclease_subunit_sen54_N-term
PF08302.10 Fungal_tRNA_ligase_phosphodiesterase_domain
PF08303.10 tRNA_ligase_kinase_domain
PF01746.20 tRNA_(Guanine-1)-methyltransferase
PF03054.15 tRNA_methyl_transferase
PF13735.5 tRNA_nucleotidyltransferase_domain_2_putative
PF09249.10 tRNA_nucleotidyltransferase,second_domain
PF07973.13 Threonyl_and_Alanyl_tRNA_synthetase_second_additional_domain
PF04558.14 Glutaminyl-tRNA_synthetase,non-specific_RNA_binding_region_part_1
PF04557.14 Glutaminyl-tRNA_synthetase,non-specific_RNA_binding_region_part_2
PF02092.16 Glycyl-tRNA_synthetase_beta_subunit
PF05958.10 tRNA_(Uracil-5-)-methyltransferase
PF02583.16 Metal-sensitive_transcriptional_repressor
PF03250.13 Tropomodulin
PF00261.19 Tropomyosin
PF12718.6 Tropomyosin_like
PF00992.19 Troponin
PF11636.7 Troponin_I_residues_1-32
PF05731.10 TROVE_domain
PF06011.11 Transient_receptor_potential_(TRP)_ion_channel
PF02081.14 Tryptophan_RNA-binding_attenuator_protein
PF16519.4 Tetramerisation_domain_of_TRPM
PF17099.4 Tryptophan_transporter_TrpP
PF08344.10 Transient_receptor_ion_channel_II
PF03301.12 Tryptophan_2,3-dioxygenase
PF11991.7 Tryptophan_dimethylallyltransferase
PF04820.13 Tryptophan_halogenase
PF08055.10 Tryptophan_leader_peptide
PF08056.10 Tryptophan_operon_leader_peptide
PF14558.5 ML-like_domain
PF09534.9 Tryptophan-associated_transmembrane_protein_(Trp_oprn_chp)
PF01371.18 Trp_repressor_protein
PF00290.19 Tryptophan_synthase_alpha_chain
PF03222.12 Tryptophan/tyrosine_permease_family
PF12735.6 TRAPP_trafficking_subunit_Trs65
PF12500.7 TRSP_domain_C_terminus_to_PRTase_2
PF09157.10 Pseudouridine_synthase_II_TruB,C-terminal
PF09142.10 tRNA_Pseudouridine_synthase_II,C_terminal
PF16198.4 tRNA_pseudouridylate_synthase_B_C-terminal_domain
PF01509.17 TruB_family_pseudouridylate_synthase_(N_terminal_domain)
PF01142.17 tRNA_pseudouridine_synthase_D_(TruD)
PF10412.8 Type_IV_secretion-system_coupling_protein_DNA-binding_domain
PF08751.10 TrwC_relaxase
PF00913.18 Trypanosome_variant_surface_glycoprotein_(A-type)
PF10659.8 Trypanosome_variant_surface_glycoprotein_C-terminal_domain
PF05887.10 Procyclic_acidic_repetitive_protein_(PARP)
PF00089.25 Trypsin
PF13365.5 Trypsin-like_peptidase_domain
PF00234.21 Protease_inhibitor/seed_storage/LTP_family
PF08248.10 Tryptophyllin-3_skin_active_peptide
PF12319.7 Tryptophan-Threonine-rich_plasmodium_antigen_C_terminal
PF03249.12 Type_specific_antigen
PF02367.16 Threonylcarbamoyl_adenosine_biosynthesis_protein_TsaE
PF15217.5 TSC21_family
PF01166.17 TSC-22/dip/bun_family
PF15079.5 Testis-specific_protein_35
PF12637.6 TSCPD_domain
PF04668.11 Twisted_gastrulation_(Tsg)_protein_conserved_region
PF14994.5 Testis-specific_gene_13_protein
PF07771.10 Tick_salivary_peptide_group_1
PF15358.5 Testis-specific_serine_kinase_substrate
PF15216.5 Thymic_stromal_lymphopoietin
PF15739.4 Translin-associated_factor_X-interacting_N-terminus
PF04705.11 Thiostrepton-resistance_methylase,N_terminus
PF06300.11 Tsp45I_type_II_restriction_enzyme
PF11493.7 Thylakoid_soluble_phosphoprotein_TSP9
PF03073.14 TspO/MBR_family
PF00090.18 Thrombospondin_type_1_domain
PF02412.17 Thrombospondin_type_3_repeat
PF05735.11 Thrombospondin_C-terminal_region
PF15264.5 Tumour_suppressing_sub-chromosomal_transferable_candidate_4
PF16669.4 Tetratricopeptide_repeat_protein_5_OB_fold_domain
PF12148.7 Tandem_tudor_domain_within_UHRF1
PF10521.8 Tti2_family
PF10212.8 Predicted_coiled-coil_domain-containing_protein
PF03133.14 Tubulin-tyrosine_ligase_family
PF01060.22 Transthyretin-like_family
PF14203.5 Putative_tranposon-transfer_assisting_protein
PF12468.7 Type_III_secretion_system_leucine_rich_repeat_protein
PF02956.13 TT_viral_orf_1
PF02957.14 TT_viral_ORF2
PF08197.10 pORF2a_truncated_protein
PF01167.17 Tub_family
PF17212.2 Tail_tubular_protein
PF12198.7 Theoretical_tuberculin_protein
PF03542.15 Tuberin
PF00091.24 Tubulin/FtsZ_family,GTPase_domain
