Accession	Name	Function	Isology Type	EC Number
TIGR04158	rSAM_MIA_synth	3-methyl-2-indolic acid synthase	equivalog	4.1.-.-
TIGR04159	methbact_MbnB	methanobactin biosynthesis cassette protein MbnB	equivalog	
TIGR04160	methbact_MbnC	methanobactin biosynthesis cassette protein MbnC	equivalog_domain	
TIGR04161	VPEID-CTERM	VPEID-CTERM protein sorting domain	hypoth_equivalog_domain	
TIGR04162	exo_VPEID	exosortase E/protease, VPEID-CTERM system	equivalog	3.4.22.-
TIGR04163	rSAM_cobopep	peptide-modifying radical SAM enzyme CbpB	equivalog	
TIGR04164	cobo_pep	modified peptide precursor CbpA	equivalog	
TIGR04165	methano_modCys	Cys-rich peptide, TIGR04165 family	hypoth_equivalog	
TIGR04166	methano_MtrB	tetrahydromethanopterin S-methyltransferase, subunit B	equivalog	2.1.1.86
TIGR04167	rSAM_SeCys	radical SAM/Cys-rich domain protein	subfamily	
TIGR04168	TIGR04168	TIGR04168 family protein	hypoth_equivalog	
TIGR04169	perox_w_seleSAM	alkylhydroperoxidase/carboxymuconolactone decarboxylase family protein	hypoth_equivalog	
TIGR04170	RNR_1b_NrdE	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	exception	1.17.4.1
TIGR04171	RNR_1b_NrdF	ribonucleoside-diphosphate reductase, class 1b, beta subunit	exception	1.17.4.1
TIGR04172	DGQHR_dnd_1	DNA phosphorothioation-associated DGQHR protein 1	hypoth_equivalog	
TIGR04173	PIP_CTERM	PIP-CTERM protein sorting domain	subfamily_domain	
TIGR04174	IPTL_CTERM	IPTL-CTERM protein sorting domain	subfamily_domain	
TIGR04175	archaeo_artD	archaeosortase D	hypoth_equivalog	3.4.22.-
TIGR04176	MarR_EPS	EPS-associated transcriptional regulator, MarR family	equivalog	
TIGR04177	exosort_XrtH	exosortase H, IPTLxxWG-CTERM-specific	hypoth_equivalog	3.4.22.-
TIGR04178	exo_archaeo	exosortase/archaeosortase family protein	signature	
TIGR04179	rhombo_lipo	rhombotail lipoprotein	hypoth_equivalog	
TIGR04180	EDH_00030	NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family	hypoth_equivalog	
TIGR04181	NHT_00031	aminotransferase, LLPSF_NHT_00031 family	hypoth_equivalog	
TIGR04182	glyco_TIGR04182	glycosyltransferase, TIGR04182 family	equivalog	
TIGR04183	Por_Secre_tail	Por secretion system C-terminal sorting domain	domain	
TIGR04184	ATPgraspMvdD	ATP-grasp ribosomal peptide maturase, MvdD family	equivalog	
TIGR04185	ATPgraspMvdC	ATP-grasp ribosomal peptide maturase, MvdC family	equivalog	
TIGR04186	GRASP_targ	putative ATP-grasp target RiPP	domain	
TIGR04187	GRASP_SAV_5884	ATP-grasp ribosomal peptide maturase, SAV_5884 family	subfamily	
TIGR04188	methyltr_grsp	methyltransferase, ATP-grasp peptide maturase system	subfamily	
TIGR04189	surface_SprA	cell surface protein SprA	equivalog	
TIGR04190	B12_SAM_Ta0216	B12-binding domain/radical SAM domain protein, Ta0216 family	hypoth_equivalog	
TIGR04191	YphP_YqiW	putative bacilliredoxin, YphP/YqiW family	subfamily	1.-.-.-
TIGR04192	GRASP_w_spasm	ATP-GRASP peptide maturase, grasp-with-spasm system	equivalog	
TIGR04193	SPASM_w_grasp	SPASM domain peptide maturase, grasp-with-spasm system	equivalog	
TIGR04194	grasp_w_spasm_A	grasp-with-spasm leader A domain	domain	
TIGR04195	S_glycosyl_SunS	peptide S-glycosyltransferase, SunS family	equivalog	2.4.1.-
TIGR04196	glycopep_SunS	glycopeptide, sublancin family	subfamily	
TIGR04197	T7SS_SACOL2603	type VII secretion effector, TIGR04197 family	subfamily	
TIGR04198	paramyx_RNAcap	mRNA capping enzyme	equivalog_domain	
TIGR04199	exosort_xrtJ	exosortase J	exception	3.4.22.-
TIGR04200	targ_of_XrtJ	XrtJ-associated TM-motif-TM protein	paralog	
TIGR04201	Myxo_Cys_RPT	Cys-rich repeat, Myxococcales-type	repeat	
TIGR04202	capSnatchArena	RNA endonuclease, cap-snatching	signature	3.1.-.-
TIGR04203	RPT_S_cricet	Streptococcal surface-anchored protein repeat, S. criceti family	repeat	
TIGR04204	MAST_ArtA_sort	MAST domain	subfamily_domain	
TIGR04205	classIII_w_PIP	class III signal peptide protein, archaeosortase D/PIP-CTERM system	hypoth_equivalog	
TIGR04206	near_ArtA	TIGR04206 family protein	hypoth_equivalog	
TIGR04207	halo_sig_pep	surface glycoprotein signal peptide	domain	
TIGR04208	extend_PGF	putative surface domain	domain	
TIGR04209	sarcinarray	sarcinarray family protein	subfamily	
TIGR04210	bunya_NSm	bunyavirus nonstructural protein NSm	equivalog_domain	
TIGR04211	SH3_and_anchor	SH3 domain protein	hypoth_equivalog	
TIGR04212	GlyGly_RbtA	rhombotarget A	hypoth_equivalog	
TIGR04213	PGF_pre_PGF	PGF-pre-PGF domain	domain	
TIGR04214	CSLREA_Nterm	CSLREA domain	domain	
TIGR04215	choice_anch_A	choice-of-anchor A domain	domain	
TIGR04216	halo_surf_glyco	major cell surface glycoprotein	equivalog	
TIGR04217	archae_ser_T	archaetidylserine synthase	exception	2.7.8.-
TIGR04218	TOMM_plantaz	ribosomal natural product, plantazolicin-class	subfamily	
TIGR04219	OMP_w_GlyGly	outer membrane protein	subfamily	
TIGR04220	patB_acyB_mcaB	cyanobactin biosynthesis protein, PatB/AcyB/McaB family	hypoth_equivalog	
TIGR04221	SecA2_Mycobac	accessory Sec system translocase SecA2	equivalog	
TIGR04222	near_uncomplex	TIGR04222 domain	domain	
TIGR04223	quorum_AgrD	cyclic lactone autoinducer peptide	subfamily	
TIGR04224	ser_adhes_Nterm	serine-rich repeat adhesion glycoprotein	equivalog_domain	
TIGR04225	CshA_fibril_rpt	CshA-type fibril repeat	repeat	
TIGR04226	RrgB_K2N_iso_D2	fimbrial isopeptide formation D2 domain	domain	
TIGR04227	zmp_18_rpt	zinc metalloproteinase 18-residue repeat	repeat	
TIGR04228	isopep_sspB_C2	adhesin isopeptide-forming adherence domain	domain	
TIGR04229	geopeptide	putative radical SAM-modified peptide	hypoth_equivalog	
TIGR04230	seadorna_VP11	seadornavirus VP11 protein	equivalog	
TIGR04231	seadorna_VP5	seadornavirus VP5 protein	equivalog	
TIGR04232	seadorna_VP3	seadornavirus VP3 protein	equivalog	
TIGR04233	seadorna_VP8	seadornavirus VP8 protein	equivalog	
TIGR04234	seadorna_RNAP	RNA-directed RNA polymerase	equivalog	2.7.7.48
TIGR04235	seadorna_VP4	seadornavirus VP4 protein	equivalog	
TIGR04236	seadorna_VP2	seadornavirus VP2 protein	equivalog	
TIGR04237	seadorna_VP9	seadornavirus/coltivirus VP9 protein	equivalog	
TIGR04238	seadorna_dsRNA	seadornavirus double-stranded RNA-binding protein	equivalog	
TIGR04239	rhombo_GlpG	rhomboid family protease GlpG	equivalog	3.4.21.105
TIGR04240	flavi_E_stem	flavivirus envelope glycoprotein E, stem/anchor domain	equivalog_domain	
TIGR04241	adenoE3CR1rpt	mastadenovirus E3 CR1-alpha-1	equivalog_domain	
TIGR04242	nodulat_NodC	chitooligosaccharide synthase NodC	equivalog	2.4.1.-
TIGR04243	nodulat_NodB	chitooligosaccharide deacetylase NodB	equivalog	3.5.1.-
TIGR04244	nitrous_NosZ_RR	nitrous-oxide reductase, TAT-dependent	equivalog	1.7.2.4
TIGR04245	nodulat_NodA	N-acyltransferase NodA	subfamily	
TIGR04246	nitrous_NosZ_Gp	nitrous-oxide reductase, Sec-dependent	equivalog_domain	1.7.2.4
TIGR04247	NosD_copper_fam	nitrous oxide reductase family maturation protein NosD	subfamily	
TIGR04248	SCM_PqqD_rel	SynChlorMet cassette protein ScmD	equivalog	
TIGR04249	SCM_chp_ScmC	SynChlorMet cassette protein ScmC	hypoth_equivalog	
TIGR04250	SCM_rSAM_ScmE	SynChlorMet cassette radical SAM/SPASM protein ScmE	equivalog	
TIGR04251	SCM_rSAM_ScmF	SynChlorMet cassette radical SAM/SPASM protein ScmF	equivalog	
TIGR04252	SCM_precur_ScmA	SynChlorMet cassette protein ScmA	hypoth_equivalog	
TIGR04253	mesacon_CoA_iso	mesaconyl-CoA isomerase	equivalog	5.-.-.-
TIGR04254	OpituPEPCTERM_1	putative globular PEP-CTERM protein	subfamily	
TIGR04255	sporadTIGR04255	TIGR04255 family protein	subfamily	
TIGR04256	GxxExxY	GxxExxY protein	subfamily	
TIGR04257	nanowire_3heme	c(7)-type cytochrome triheme domain	domain	
TIGR04258	4helix_suffix	four helix bundle suffix domain	equivalog_domain	
TIGR04259	oxa_formateAnti	oxalate/formate antiporter	equivalog	
TIGR04260	Cyano_gly_rpt	rSAM-associated Gly-rich repeat protein	hypoth_equivalog	
TIGR04261	rSAM_GlyRichRpt	radical SAM/SPASM domain protein, GRRM system	subfamily	
TIGR04262	orph_peri_GRRM	extracellular substrate-binding orphan protein, GRRM family	subfamily	
TIGR04263	SasC_Mrp_aggreg	SasC/Mrp/FmtB intercellular aggregation domain	subfamily_domain	
TIGR04264	hyperosmo_Ebh	hyperosmolarity resistance protein Ebh	equivalog_domain	
TIGR04265	bac_cardiolipin	cardiolipin synthase	equivalog	2.7.8.-
TIGR04266	NDMA_methanol	NDMA-dependent methanol dehydrogenase	equivalog	1.1.99.37
TIGR04267	mod_HExxH	HEXXH motif domain	domain	
TIGR04268	FxSxx-COOH	FXSXX-COOH protein	hypoth_equivalog	
TIGR04269	SAM_SPASM_FxsB	radical SAM/SPASM domain protein, FxsB family	subfamily_domain	
TIGR04270	Rama_corrin_act	methylamine methyltransferase corrinoid protein reductive activase	subfamily	
TIGR04271	ThiI_C_thiazole	thiazole biosynthesis domain	equivalog_domain	
TIGR04272	cxxc_cxxc_Mbark	CxxC-x17-CxxC domain	domain	
TIGR04273	Y_sulf_Ax21	sulfation-dependent quorum factor, Ax21 family	equivalog	
TIGR04274	hypoxanDNAglyco	DNA-deoxyinosine glycosylase	equivalog	3.2.2.15
TIGR04275	beta_prop_Msarc	beta propeller repeat	repeat	
TIGR04276	FxsC_Cterm	FxsC C-terminal domain	hypoth_equivalog_domain	
TIGR04277	squa_tetra_cyc	tetrahymanol synthase	equivalog_domain	4.2.1.123
TIGR04278	viperin	antiviral radical SAM protein viperin	equivalog	
TIGR04279	TIGR04279	TIGR04279 domain	domain	
TIGR04280	geopep_mat_rSAM	putative geopeptide radical SAM maturase	hypoth_equivalog	
TIGR04281	peripla_PGF_1	putative ABC transporter PGF-CTERM-modified substrate-binding protein	hypoth_equivalog	
TIGR04282	glyco_like_cofC	transferase 1, rSAM/selenodomain-associated	hypoth_equivalog	2.-.-.-
TIGR04283	glyco_like_mftF	transferase 2, rSAM/selenodomain-associated	hypoth_equivalog	2.-.-.-
TIGR04284	aldehy_Rv0768	aldehyde dehydrogenase, Rv0768 family	hypoth_equivalog	1.2.1.-
TIGR04285	nucleoid_noc	nucleoid occlusion protein	exception	
TIGR04286	MSEP-CTERM	MSEP-CTERM protein	equivalog	
TIGR04287	exosort_XrtK	exosortase K	equivalog	3.4.22.-
TIGR04288	CGP_CTERM	CGP-CTERM domain	domain	
TIGR04289	heavy_Cys	eight-cysteine-cluster domain	domain	
TIGR04290	meth_Rta_06860	methyltransferase, Rta_06860 family	hypoth_equivalog	2.1.1.-
TIGR04291	arsen_driv_ArsA	arsenical pump-driving ATPase	equivalog	3.6.1.-
TIGR04292	heavy_Cys_CGP	heavy-Cys/CGP-CTERM domain protein	hypoth_equivalog	
TIGR04293	archaeo_artF	archaeosortase family protein ArtF	hypoth_equivalog	
TIGR04294	pre_pil_HX9DG	prepilin-type processing-associated H-X9-DG domain	domain	
TIGR04295	B12_rSAM_oligo	B12-binding domain/radical SAM domain protein, rhizo-twelve system	hypoth_equivalog	
TIGR04296	PEFG-CTERM	PEFG-CTERM domain	domain	
TIGR04297	thauma_sortase	thaumarchaeosortase	hypoth_equivalog	
TIGR04298	his_histam_anti	histidine-histamine antiporter	equivalog	
TIGR04299	antiport_PotE	putrescine-ornithine antiporter	equivalog	
TIGR04300	exosort_XrtM	exosortase family protein XrtM	exception	
TIGR04301	ODC_inducible	ornithine decarboxylase SpeF	exception	4.1.1.17
TIGR04302	geo_PqqD_fam	GeoRSP system PqqD family protein	hypoth_equivalog	
TIGR04303	GeoRSP_rSAM	GeoRSP system radical SAM/SPASM protein	hypoth_equivalog	
TIGR04304	GeoRSP_SPASM	GeoRSP system SPASM domain protein	hypoth_equivalog	
TIGR04305	fol_rel_CADD	putative folate metabolism protein, CADD family	subfamily	
TIGR04306	salvage_TenA	thiaminase II	equivalog	3.5.99.2
TIGR04307	ProTailRpt	proline-rich tail region repeat	repeat	
TIGR04308	repeat_SSSPR51	surface protein repeat SSSPR-51	repeat	
TIGR04309	amanitin	amanitin/phalloidin family toxin	subfamily	
TIGR04310	pantocin_A_pre	pantocin A family RiPP	subfamily	
TIGR04311	rSAM_Geo_metal	putative metalloenzyme radical SAM/SPASM domain maturase	subfamily	
TIGR04312	choice_anch_B	choice-of-anchor B domain	subfamily_domain	
TIGR04313	aro_clust_Mycop	aromatic cluster surface protein	subfamily	
TIGR04314	methano7heme	methanogenesis multiheme c-type cytochrome	equivalog	
TIGR04315	octaheme_Shew	octaheme c-type cytochrome, tetrathionate reductase family	subfamily	1.-.-.-
TIGR04316	dhbA_paeA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	equivalog	1.3.1.28
TIGR04317	W_rSAM_matur	tungsten cofactor oxidoreducase radical SAM maturase	equivalog	
TIGR04318	lacto_ODC_hypo	putative ornithine decarboxylase	hypoth_equivalog	4.1.1.-
TIGR04319	SerAla_Lrha_rpt	surface protein repeat Ser-Ala-175	repeat	
TIGR04320	Surf_Exclu_PgrA	SEC10/PgrA surface exclusion domain	domain	
TIGR04321	spiroSPASM	spiro-SPASM protein	subfamily	
TIGR04322	rSAM_QueE_Ecoli	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	equivalog	
TIGR04323	SpoChoClust_1	sporadic carbohydrate cluster protein, LIC12192 family	subfamily	
TIGR04324	SpoChoClust_2	sporadic carbohydrate cluster 2OG-Fe(II) oxygenase	subfamily	1.-.-.-
TIGR04325	MTase_LIC12133	putative methyltransferase, LIC12133 family	subfamily	2.1.1.-
TIGR04326	O_ant_LIC13510	surface carbohydrate biosynthesis protein, LIC13510 family	subfamily	
TIGR04327	OMP_LA_2444	outer membrane protein, LA_2444/LA_4059 family	subfamily	
TIGR04328	cas4_PREFRAN	CRISPR-associated protein Cas4, subtype PREFRAN	exception	
TIGR04329	cas1_PREFRAN	CRISPR-associated endonuclease Cas1, subtype PREFRAN	exception	
TIGR04330	cas_Cpf1	CRISPR-associated protein Cpf1, subtype PREFRAN	equivalog	
TIGR04331	o_ant_LIC12162	putative transferase, LIC12162 family	subfamily	
TIGR04332	gamma_Glu_sys	poly-gamma-glutamate system protein	subfamily	
TIGR04333	Clo7Bot_mod_Cys	Cys-rich peptide, Clo7bot family	subfamily	
TIGR04334	rSAM_Clo7bot	radical SAM/SPASM domain Clo7bot peptide maturase	equivalog	
TIGR04335	AmmeMemoSam_A	AmmeMemoRadiSam system protein A	hypoth_equivalog	
TIGR04336	AmmeMemoSam_B	AmmeMemoRadiSam system protein B	hypoth_equivalog	
TIGR04337	AmmeMemoSam_rS	AmmeMemoRadiSam system radical SAM enzyme	hypoth_equivalog	
TIGR04338	HEXXH_Rv0185	putative metallohydrolase, TIGR04338 family	hypoth_equivalog	
TIGR04339	PQQ_MSMEG_3727	PQQ system protein	hypoth_equivalog	
TIGR04340	rSAM_ACGX	radical SAM/SPASM domain protein, ACGX system	hypoth_equivalog	
TIGR04341	target_ACGX	ACGX-repeat peptide	subfamily	
TIGR04342	EXLDI	EXLDI protein	subfamily	
TIGR04343	egtE_PLP_lyase	ergothioneine biosynthesis PLP-dependent enzyme EgtE	equivalog	4.4.-.-
TIGR04344	ovoA_Nterm	5-histidylcysteine sulfoxide synthase	equivalog_domain	
TIGR04345	ovoA_Cterm	putative 4-mercaptohistidine N1-methyltranferase	equivalog_domain	
TIGR04346	DotA_TraY	conjugal transfer/type IV secretion protein DotA/TraY	subfamily	
TIGR04347	pseudo_SAM_Halo	pseudo-rSAM protein/SPASM domain protein	subfamily	
TIGR04348	TIGR04348	putative glycosyltransferase, TIGR04348 family	hypoth_equivalog	2.4.1.-
TIGR04349	rSAM_QueE_gams	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	hypoth_equivalog	
TIGR04350	C_S_lyase_PatB	putative C-S lyase	subfamily	4.4.-.-
TIGR04351	TOMM_nitrile_2	putative TOMM peptide	subfamily	
TIGR04352	HprK_rel_A	HprK-related kinase A	hypoth_equivalog	
TIGR04353	PqqD_rel_X	PqqD family protein, HPr-rel-A system	subfamily	
TIGR04354	amphi-Trp	amphi-Trp domain	domain	
TIGR04355	HprK_rel_B	HprK-related kinase B	hypoth_equivalog	
TIGR04356	grasp_GAK	ATP-grasp enzyme, GAK system	hypoth_equivalog	
TIGR04357	CofD_rel_GAK	CofD-related protein, GAK system	hypoth_equivalog	
TIGR04358	XXXCH_domain	XXXCH domain	subfamily_domain	
TIGR04359	TrbK_RP4	entry exclusion lipoprotein TrbK	equivalog	
TIGR04360	other_trbK	conjugative transfer region protein TrbK	hypoth_equivalog	
TIGR04361	TrbK_Ti	entry exclusion protein TrbK	equivalog	
TIGR04362	choice_anch_C	choice-of-anchor C domain	subfamily_domain	
TIGR04363	LD_lanti_pre	FxLD family lantipeptide	subfamily	
TIGR04364	methyltran_FxLD	methyltransferase, FxLD system	equivalog_domain	
TIGR04365	spare_glycyl	autonomous glycyl radical cofactor GrcA	equivalog	
TIGR04366	cupin_WbuC	cupin fold metalloprotein, WbuC family	subfamily	
TIGR04367	HpnR_B12_rSAM	hopanoid C-3 methylase HpnR	equivalog	
TIGR04368	Glu_2_3_NH3_mut	glutamate 2,3-aminomutase	equivalog	5.4.3.9
TIGR04369	fusion_not_SelD	oxidoreductase/SelD-related fusion protein	hypoth_equivalog	
TIGR04370	glyco_rpt_poly	oligosaccharide repeat unit polymerase	subfamily	
TIGR04371	methyltran_NanM	putative sugar O-methyltransferase	subfamily	2.1.1.-
TIGR04372	glycosyl_04372	putative glycosyltransferase, TIGR04372 family	domain	
TIGR04373	egtB_X_signatur	EgtB-related enzyme signature domain	signature	
TIGR04374	small_w_EgtBD	hercynine metabolism small protein	hypoth_equivalog	
TIGR04375	cyano_w_EgtBD	hercynine metabolism protein	hypoth_equivalog	
TIGR04376	TIGR04376	TIGR04376 family protein	hypoth_equivalog	
TIGR04377	myo_inos_iolD	3,5/4-trihydroxycyclohexa-1,2-dione hydrolase	equivalog	3.7.1.-
TIGR04378	myo_inos_iolB	5-deoxy-glucuronate isomerase	equivalog	5.3.1.-
TIGR04379	myo_inos_iolE	myo-inosose-2 dehydratase	equivalog	4.2.1.44
TIGR04380	myo_inos_iolG	inositol 2-dehydrogenase	equivalog	1.1.1.18
TIGR04381	HTH_TypR	TyrR family helix-turn-helix domain	domain	
TIGR04382	myo_inos_iolC_N	5-dehydro-2-deoxygluconokinase	equivalog_domain	2.7.1.92
TIGR04383	acidic_w_LPXTA	processed acidic surface protein	equivalog	
TIGR04384	putr_carbamoyl	putrescine carbamoyltransferase	equivalog	2.1.3.6
TIGR04385	B12_rSAM_cofa1	putative variant cofactor biosynthesis B12-binding domain/radical SAM domain protein 1	hypoth_equivalog	
TIGR04386	ThiC_like_1	ThiC-like protein 1	exception	
TIGR04387	capsid_maj_N4	major capsid protein, N4-gp56 family	equivalog	
TIGR04388	Lepto_longest	putative large structural protein	subfamily	
TIGR04389	Lepto_lipo_1	lipoprotein, tandem type	subfamily	
TIGR04390	OMP_YaiO_dom	outer membrane protein, YaiO family	domain	
TIGR04391	CcmD_alt_fam	CcmD family protein	subfamily	
TIGR04392	haoB_nitrify	hydroxylamine oxidation protein HaoB	equivalog	
TIGR04393	rpt_T5SS_PEPC	T5SS/PEP-CTERM-associated repeat	repeat	
TIGR04394	choline_CutC	choline trimethylamine-lyase	equivalog	4.3.99.4
TIGR04395	cutC_activ_rSAM	choline TMA-lyase-activating enzyme	equivalog	1.97.-.-
TIGR04396	surf_polysacc	surface carbohydrate biosynthesis protein	subfamily_domain	
TIGR04397	SecA2_Bac_anthr	accessory Sec system translocase SecA2	exception	
TIGR04398	SLAP_DUP	SLAP domain	domain	
TIGR04399	acc_Sec_SLAP	accessory Sec system S-layer assembly protein	equivalog	
TIGR04400	RK_trnsloc_Pase	Arg-Lys translocation region protein phosphatase	hypoth_equivalog	3.1.3.-
TIGR04401	TAT_Cys_rich	twin-arginine translocation signal/Cys-rich four helix bundle protein	subfamily	
TIGR04402	mob_CxxC_CxxC	mobilome CxxCx(11)CxxC protein	subfamily	
TIGR04403	rSAM_skfB	sporulation killing factor system radical SAM maturase	equivalog	
TIGR04404	RiPP_SkfA	sporulation killing factor	equivalog	
TIGR04405	SkfF	sporulation killing factor system integral membrane protein	equivalog	
TIGR04406	LPS_export_lptB	LPS export ABC transporter ATP-binding protein	equivalog	
TIGR04407	LptF_YjgP	LPS export ABC transporter permease LptF	equivalog	
TIGR04408	LptG_lptG	LPS export ABC transporter permease LptG	equivalog	
TIGR04409	LptC_YrbK	LPS export ABC transporter periplasmic protein LptC	equivalog	
TIGR04410	Spiro_T2SS_lipo	type II secretion system-associated lipoprotein	equivalog	
TIGR04411	T2SS_GspN_Lepto	type II secretion system protein N	equivalog	
TIGR04412	T2SS_GspM_XcpZ	type II secretion system protein M	equivalog	
TIGR04413	MYXAN_cmx8	CRISPR type MYXAN-associated protein Cmx8	hypoth_equivalog	
TIGR04414	hepto_Aah_TibC	autotransporter strand-loop-strand O-heptosyltransferase	equivalog	2.4.1.-
TIGR04415	O_hepto_targRPT	autotransporter passenger strand-loop-strand repeat	repeat	
TIGR04416	group_II_RT_mat	group II intron reverse transcriptase/maturase	equivalog	2.7.7.49
TIGR04417	PFTS_polysacc	polysaccharide biosynthesis PFTS motif protein	subfamily	
TIGR04418	PriB_gamma	primosomal replication protein PriB	exception	
TIGR04419	no_iron_rSAM	HemN-related non-iron pseudo-SAM protein PsgB	equivalog	
TIGR04420	Sec_Non_Glob	Sec region non-globular protein	hypoth_equivalog	
TIGR04421	FemAB_IMCC1989	FemAB family protein	hypoth_equivalog	
TIGR04422	PLP_IMCC1989	putative PLP-dependent aminotransferase	hypoth_equivalog	
TIGR04423	casT3_TIGR04423	CRISPR type III-associated protein, TIGR04423 family	hypoth_equivalog	
TIGR04424	metallo_McbB	McbB family protein	subfamily	
TIGR04425	P_lya_rel_AroB	putative sugar phosphate phospholyase (cyclizing)	subfamily	4.2.3.-
TIGR04426	rSAM_desII	TDP-4-amino-4,6-dideoxy-D-glucose deaminase	equivalog	
TIGR04427	PLP_DesI	dTDP-4-dehydro-6-deoxyglucose aminotransferase	equivalog	2.-.-.-
TIGR04428	B12_rSAM_trp_MT	tryptophan 2-C-methyltransferase	equivalog	2.1.1.106
TIGR04429	Phr_nterm	Phr family secreted Rap phosphatase inhibitor	subfamily_domain	
